age,marital,balance,loan,contact,deposit
24,single,235,no,cellular,yes
18,single,108,no,cellular,yes
65,married,2331,no,telephone,yes
27,single,390,no,cellular,yes
35,single,-32,yes,cellular,yes
39,single,172,no,cellular,yes
53,married,10541,no,cellular,yes
23,single,480,no,cellular,yes
34,married,2374,no,cellular,yes
36,single,479,no,cellular,yes
52,married,94,no,cellular,yes
36,single,417,no,cellular,yes
61,married,2557,no,cellular,yes
58,married,589,no,cellular,yes
48,divorced,201,no,cellular,yes
34,divorced,2885,no,cellular,yes
58,married,2155,yes,cellular,yes
39,divorced,902,no,cellular,yes
44,married,1791,no,cellular,yes
54,married,2206,no,cellular,yes
27,single,5291,no,cellular,yes
77,married,638,no,cellular,yes
30,single,4448,no,cellular,yes
61,married,5267,no,cellular,yes
76,married,3324,no,cellular,yes
28,married,61,no,cellular,yes
35,married,0,no,cellular,yes
59,married,116,no,cellular,yes
42,married,413,no,cellular,yes
35,single,353,no,cellular,yes
71,married,1712,no,cellular,yes
60,married,523,no,cellular,yes
34,married,1454,no,cellular,yes
57,married,9367,no,cellular,yes
75,married,291,no,cellular,yes
64,married,846,no,cellular,yes
36,married,341,no,cellular,yes
29,single,113,no,cellular,yes
34,single,13014,no,cellular,yes
26,single,632,no,cellular,yes
41,married,27696,no,cellular,yes
47,married,3715,no,cellular,yes
52,married,4675,no,cellular,yes
32,married,3271,no,cellular,yes
21,single,123,no,telephone,yes
54,married,10185,no,cellular,yes
29,single,1026,no,cellular,yes
32,married,905,no,cellular,yes
38,married,775,no,cellular,yes
48,married,926,no,cellular,yes
46,married,349,no,cellular,yes
32,married,484,no,cellular,yes
49,married,1830,no,cellular,yes
37,married,2987,no,cellular,yes
37,single,197,no,cellular,yes
23,single,431,no,cellular,yes
58,married,169,no,cellular,yes
45,married,226,no,cellular,yes
30,single,2424,no,cellular,yes
23,single,1234,no,cellular,yes
34,married,271,no,cellular,yes
27,single,-69,no,cellular,yes
28,single,1562,no,cellular,yes
61,divorced,52587,no,cellular,yes
27,single,535,no,cellular,yes
34,single,2159,no,unknown,yes
52,married,195,no,cellular,yes
28,single,154,no,cellular,yes
35,single,681,no,cellular,yes
66,married,2326,yes,cellular,yes
52,married,961,yes,cellular,yes
26,single,2532,yes,cellular,yes
38,single,455,no,cellular,yes
59,married,2013,no,cellular,yes
47,married,1568,no,cellular,yes
22,single,1215,no,cellular,yes
82,married,121,no,telephone,yes
60,divorced,1,no,cellular,yes
53,married,597,no,unknown,yes
39,single,763,no,cellular,yes
27,single,326,no,cellular,yes
35,married,1380,no,cellular,yes
80,married,0,no,cellular,yes
47,married,368,no,cellular,yes
72,divorced,438,no,cellular,yes
45,single,483,no,cellular,yes
37,married,7620,no,telephone,yes
29,single,805,no,cellular,yes
40,single,0,no,cellular,yes
32,married,302,yes,unknown,yes
20,single,215,no,cellular,yes
48,married,5473,no,cellular,yes
60,married,106,no,cellular,yes
70,married,2346,no,cellular,yes
78,divorced,3219,no,cellular,yes
52,single,2227,no,cellular,yes
61,divorced,6610,no,cellular,yes
27,single,195,no,cellular,yes
63,married,973,no,cellular,yes
59,married,7766,no,cellular,yes
22,single,948,no,telephone,yes
66,married,2149,no,cellular,yes
74,married,1413,no,cellular,yes
52,married,117,no,cellular,yes
71,divorced,0,no,cellular,yes
33,married,71,no,cellular,yes
56,married,1938,yes,cellular,yes
30,single,5359,no,cellular,yes
73,married,519,no,telephone,yes
28,single,-46,no,cellular,yes
27,single,1075,no,cellular,yes
38,single,91,no,cellular,yes
28,single,598,no,cellular,yes
37,single,1027,no,cellular,yes
47,married,235,no,cellular,yes
60,divorced,2,no,cellular,yes
42,married,4945,no,cellular,yes
27,single,311,no,telephone,yes
25,single,154,no,cellular,yes
90,divorced,712,no,telephone,yes
29,single,7585,no,cellular,yes
29,single,2489,no,cellular,yes
63,married,2896,no,cellular,yes
32,single,354,no,cellular,yes
32,married,2667,no,cellular,yes
42,married,144,no,cellular,yes
26,single,760,no,cellular,yes
73,single,1050,no,cellular,yes
26,single,5296,no,cellular,yes
60,married,12980,no,cellular,yes
25,single,509,no,cellular,yes
64,married,1644,no,telephone,yes
68,married,451,no,cellular,yes
39,married,53,no,unknown,yes
40,single,334,no,cellular,yes
37,married,6771,no,cellular,yes
36,married,52,no,cellular,yes
33,divorced,2240,no,cellular,yes
83,married,4761,no,telephone,yes
31,married,1570,no,cellular,yes
64,divorced,588,no,cellular,yes
59,married,957,no,cellular,yes
33,single,224,no,cellular,yes
35,married,2161,no,cellular,yes
69,married,426,no,telephone,yes
31,single,147,no,cellular,yes
73,married,508,no,cellular,yes
35,married,294,no,cellular,yes
28,single,1825,no,cellular,yes
34,married,158,no,cellular,yes
33,married,0,no,cellular,yes
36,married,4721,no,cellular,yes
44,married,282,no,cellular,yes
19,single,108,no,cellular,yes
28,single,187,no,cellular,yes
51,married,3764,no,telephone,yes
52,married,1416,no,cellular,yes
61,married,2801,yes,cellular,yes
39,married,494,no,cellular,yes
37,married,1978,no,cellular,yes
80,married,155,no,telephone,yes
61,married,4608,no,cellular,yes
72,married,951,yes,cellular,yes
36,married,495,no,cellular,yes
74,married,1843,no,cellular,yes
35,married,262,no,cellular,yes
82,divorced,0,no,telephone,yes
71,married,3561,no,telephone,yes
38,single,465,no,cellular,yes
38,married,76,no,cellular,yes
53,married,1796,no,telephone,yes
29,single,874,no,cellular,yes
64,married,2140,no,cellular,yes
35,single,295,no,unknown,yes
35,married,304,no,cellular,yes
46,divorced,624,no,cellular,yes
25,single,303,no,cellular,yes
46,married,273,no,cellular,yes
59,married,3342,no,cellular,yes
35,single,1227,no,cellular,yes
22,single,283,no,cellular,yes
31,single,3384,no,cellular,yes
43,divorced,2367,no,cellular,yes
35,single,5958,no,cellular,yes
60,married,3735,no,cellular,yes
54,married,2693,no,cellular,yes
29,single,655,no,cellular,yes
30,single,1681,no,cellular,yes
28,single,866,no,cellular,yes
43,married,774,no,cellular,yes
37,married,2678,no,cellular,yes
62,married,3371,no,cellular,yes
57,married,10583,no,cellular,yes
33,single,4176,no,cellular,yes
47,single,334,no,cellular,yes
39,single,393,no,cellular,yes
30,single,916,no,cellular,yes
28,single,832,no,telephone,yes
57,divorced,3287,no,cellular,yes
23,single,488,no,cellular,yes
56,single,1947,no,unknown,yes
44,divorced,558,no,cellular,yes
80,divorced,235,no,cellular,yes
47,married,288,no,cellular,yes
27,single,6036,no,cellular,yes
26,single,3,yes,cellular,yes
50,divorced,0,no,cellular,yes
84,married,81204,no,telephone,yes
86,married,5236,no,telephone,yes
46,married,2466,no,telephone,yes
45,married,1348,yes,cellular,yes
60,married,7929,no,unknown,yes
47,married,70,no,cellular,yes
53,married,459,no,cellular,yes
54,married,2102,no,cellular,yes
19,single,394,no,cellular,yes
24,single,4126,no,cellular,yes
39,divorced,224,no,cellular,yes
53,married,9001,no,cellular,yes
29,single,560,no,cellular,yes
30,married,102,no,cellular,yes
32,single,1088,no,cellular,yes
33,single,562,yes,cellular,yes
33,single,718,no,cellular,yes
57,married,230,no,cellular,yes
27,single,-67,no,cellular,yes
55,married,3848,no,cellular,yes
36,single,579,no,unknown,yes
26,single,1646,no,cellular,yes
31,married,1229,no,cellular,yes
25,single,129,no,cellular,yes
49,married,197,no,cellular,yes
30,single,3779,no,cellular,yes
32,single,2016,no,cellular,yes
36,single,436,no,cellular,yes
38,married,413,no,cellular,yes
45,single,116,no,unknown,yes
36,single,62,no,cellular,yes
23,single,107,no,cellular,yes
38,married,497,no,unknown,yes
44,married,2557,no,cellular,yes
35,single,2646,no,cellular,yes
75,married,3771,no,telephone,yes
26,single,1066,no,cellular,yes
59,married,1,no,cellular,yes
30,single,232,no,cellular,yes
36,married,1177,no,cellular,yes
39,married,603,yes,cellular,yes
24,single,736,no,cellular,yes
22,single,129,no,cellular,yes
36,married,-115,no,cellular,yes
22,single,104,yes,cellular,yes
34,married,589,no,cellular,yes
22,single,3472,no,cellular,yes
57,married,2845,no,telephone,yes
30,single,7529,no,cellular,yes
55,divorced,309,no,cellular,yes
38,divorced,0,no,telephone,yes
39,single,1672,no,cellular,yes
38,single,1711,no,cellular,yes
24,single,1295,no,cellular,yes
30,single,2046,no,telephone,yes
29,single,455,no,telephone,yes
25,single,722,no,telephone,yes
52,married,371,yes,cellular,yes
62,married,997,no,cellular,yes
40,married,206,no,cellular,yes
76,married,820,no,telephone,yes
31,single,410,no,cellular,yes
42,married,1216,no,cellular,yes
43,single,11115,no,cellular,yes
73,married,796,no,cellular,yes
41,divorced,5037,no,cellular,yes
77,married,1780,no,cellular,yes
46,divorced,429,no,cellular,yes
35,married,2779,no,cellular,yes
26,single,222,no,cellular,yes
45,single,0,no,cellular,yes
29,single,1445,no,cellular,yes
30,single,655,no,cellular,yes
26,single,77,no,cellular,yes
63,married,115,no,telephone,yes
37,single,2722,no,telephone,yes
26,single,1438,no,cellular,yes
54,married,140,no,telephone,yes
30,single,915,no,unknown,yes
61,married,1058,no,cellular,yes
69,married,0,no,cellular,yes
76,married,4984,no,telephone,yes
30,single,697,no,cellular,yes
64,married,4787,no,cellular,yes
55,married,962,no,cellular,yes
55,married,1320,no,cellular,yes
29,single,2955,no,cellular,yes
41,married,0,no,cellular,yes
63,married,12067,no,telephone,yes
45,married,3006,no,cellular,yes
32,single,388,no,cellular,yes
41,married,0,no,telephone,yes
37,married,565,no,cellular,yes
19,single,329,no,cellular,yes
61,divorced,4243,no,cellular,yes
40,single,72,no,cellular,yes
30,married,4328,no,cellular,yes
54,married,395,no,cellular,yes
49,married,0,no,cellular,yes
45,married,205,no,cellular,yes
48,married,1730,no,cellular,yes
60,married,5,no,cellular,yes
34,single,1965,no,telephone,yes
29,single,19,no,cellular,yes
77,married,7802,no,telephone,yes
64,married,2352,no,cellular,yes
80,married,155,no,telephone,yes
26,single,401,no,cellular,yes
33,married,79,no,cellular,yes
41,single,1646,no,cellular,yes
28,single,437,no,cellular,yes
74,married,935,no,cellular,yes
29,single,2929,no,cellular,yes
72,married,2304,no,telephone,yes
18,single,348,no,cellular,yes
46,married,640,no,cellular,yes
37,married,88,no,cellular,yes
37,married,2283,no,cellular,yes
32,married,473,yes,cellular,yes
51,married,0,no,cellular,yes
77,married,397,no,telephone,yes
35,married,62,no,cellular,yes
53,married,3634,no,cellular,yes
46,married,273,no,cellular,yes
78,divorced,3417,no,cellular,yes
34,married,133,no,cellular,yes
54,married,1624,no,cellular,yes
33,married,386,no,cellular,yes
23,single,2530,no,cellular,yes
34,single,2838,no,cellular,yes
32,single,1026,no,cellular,yes
54,married,2206,no,cellular,yes
40,married,260,no,cellular,yes
63,divorced,0,no,cellular,yes
37,married,2987,no,cellular,yes
48,married,1230,no,cellular,yes
28,single,2335,no,cellular,yes
35,married,8000,no,cellular,yes
29,single,-27,no,cellular,yes
68,married,1146,no,cellular,yes
53,single,1004,no,cellular,yes
37,single,197,no,cellular,yes
58,married,169,no,cellular,yes
37,married,393,no,cellular,yes
37,married,29,no,cellular,yes
34,married,920,no,cellular,yes
50,married,3608,no,cellular,yes
56,married,870,no,cellular,yes
57,married,9367,no,cellular,yes
29,single,1374,no,cellular,yes
75,married,6027,no,cellular,yes
24,single,1,no,cellular,yes
46,married,349,no,cellular,yes
27,single,39,no,cellular,yes
52,married,583,no,cellular,yes
38,married,1276,no,cellular,yes
33,single,2364,no,cellular,yes
53,married,53,no,cellular,yes
64,married,1612,no,cellular,yes
84,divorced,639,no,telephone,yes
62,married,3114,no,cellular,yes
41,married,1,no,telephone,yes
29,single,1070,no,unknown,yes
53,married,195,no,cellular,yes
30,single,3144,no,cellular,yes
37,married,3236,no,cellular,yes
78,married,3208,no,telephone,yes
47,married,1568,no,cellular,yes
61,married,1191,no,cellular,yes
46,married,706,no,cellular,yes
31,single,2616,no,cellular,yes
21,single,215,no,cellular,yes
71,married,3230,no,cellular,yes
52,single,726,no,cellular,yes
25,single,3713,no,cellular,yes
60,married,0,no,cellular,yes
30,single,265,no,cellular,yes
29,single,70,no,cellular,yes
52,married,388,no,cellular,yes
59,married,1727,no,telephone,yes
38,married,205,no,cellular,yes
33,single,2881,no,cellular,yes
31,single,846,no,cellular,yes
40,married,2266,no,cellular,yes
28,married,742,no,cellular,yes
66,married,2149,no,cellular,yes
32,single,344,no,cellular,yes
67,married,1430,no,telephone,yes
39,divorced,265,no,unknown,yes
46,married,38,no,cellular,yes
54,married,3538,no,cellular,yes
47,divorced,973,no,cellular,yes
45,married,1831,no,cellular,yes
63,married,641,no,cellular,yes
60,married,1047,no,cellular,yes
29,married,8103,no,cellular,yes
33,single,523,no,unknown,yes
48,married,0,no,cellular,yes
26,single,515,no,cellular,yes
55,married,8304,no,cellular,yes
36,married,1368,no,cellular,yes
33,single,272,no,cellular,yes
28,single,-46,no,cellular,yes
28,single,168,no,cellular,yes
31,single,515,no,cellular,yes
28,single,223,no,cellular,yes
49,single,228,no,cellular,yes
27,single,644,no,cellular,yes
28,married,330,no,cellular,yes
65,married,952,no,cellular,yes
30,single,1165,no,cellular,yes
38,married,0,no,cellular,yes
36,divorced,2823,no,cellular,yes
63,divorced,1490,no,cellular,yes
63,married,48,no,cellular,yes
28,single,187,no,cellular,yes
80,married,8304,no,telephone,yes
39,married,276,no,cellular,yes
31,single,147,no,cellular,yes
39,married,323,no,cellular,yes
30,single,799,no,unknown,yes
67,married,2540,no,telephone,yes
29,single,322,no,unknown,yes
36,married,495,no,cellular,yes
24,single,358,no,cellular,yes
30,single,2371,no,cellular,yes
21,single,53,no,cellular,yes
27,single,861,no,cellular,yes
56,married,602,no,cellular,yes
66,married,4041,no,cellular,yes
71,divorced,275,no,cellular,yes
26,single,12,no,cellular,yes
62,married,1742,no,cellular,yes
32,single,46,no,cellular,yes
68,divorced,2027,no,cellular,yes
37,married,3221,no,cellular,yes
27,single,1720,no,cellular,yes
45,single,2033,no,cellular,yes
64,married,3189,no,telephone,yes
38,divorced,2946,no,cellular,yes
66,married,1230,no,cellular,yes
30,single,572,no,cellular,yes
39,single,1435,no,cellular,yes
24,single,403,no,unknown,yes
49,married,1071,no,cellular,yes
34,married,3301,no,cellular,yes
46,married,1723,no,cellular,yes
32,single,705,no,cellular,yes
52,married,955,yes,cellular,yes
25,single,303,no,cellular,yes
57,divorced,3287,no,cellular,yes
64,divorced,109,no,cellular,yes
33,single,224,no,cellular,yes
36,single,538,no,cellular,yes
59,married,5397,no,cellular,yes
25,single,1957,no,cellular,yes
43,married,774,no,cellular,yes
37,single,1188,no,cellular,yes
49,married,1167,yes,cellular,yes
42,divorced,2611,no,cellular,yes
27,single,3145,no,cellular,yes
29,single,825,no,cellular,yes
37,married,122,no,cellular,yes
47,single,334,no,cellular,yes
38,single,623,no,cellular,yes
48,single,86,no,cellular,yes
55,divorced,976,no,cellular,yes
39,single,393,no,cellular,yes
49,single,293,no,cellular,yes
68,divorced,476,no,telephone,yes
45,married,2724,no,cellular,yes
67,married,2391,no,cellular,yes
60,married,11,no,cellular,yes
31,single,54,no,cellular,yes
58,married,3109,no,cellular,yes
41,married,3126,no,cellular,yes
23,single,488,no,cellular,yes
35,married,978,no,cellular,yes
33,single,718,no,cellular,yes
32,divorced,3255,no,cellular,yes
48,single,1544,no,telephone,yes
43,single,0,no,cellular,yes
32,single,4071,no,cellular,yes
74,divorced,29080,no,cellular,yes
32,single,12569,no,cellular,yes
63,married,2896,no,cellular,yes
28,single,196,no,cellular,yes
31,single,1027,no,cellular,yes
26,single,463,yes,cellular,yes
31,single,3511,no,cellular,yes
39,divorced,224,no,cellular,yes
28,single,198,no,cellular,yes
30,single,0,no,cellular,yes
24,single,674,no,cellular,yes
32,single,623,no,cellular,yes
46,divorced,558,no,cellular,yes
60,married,259,no,cellular,yes
37,married,432,no,cellular,yes
48,single,159,no,telephone,yes
52,married,657,no,telephone,yes
29,single,1808,no,cellular,yes
71,divorced,392,no,telephone,yes
47,single,6651,no,cellular,yes
70,married,2795,no,cellular,yes
28,single,1414,no,cellular,yes
31,married,2666,no,telephone,yes
80,married,668,no,telephone,yes
29,single,502,no,cellular,yes
23,single,1809,no,cellular,yes
34,single,267,no,cellular,yes
69,married,2473,no,cellular,yes
19,single,372,no,telephone,yes
35,single,484,no,cellular,yes
38,married,1767,no,cellular,yes
32,single,491,no,cellular,yes
50,married,558,no,cellular,yes
27,single,337,no,unknown,yes
53,single,654,no,unknown,yes
35,married,2427,no,cellular,yes
43,single,386,no,cellular,yes
30,single,251,no,cellular,yes
57,married,1044,no,telephone,yes
31,single,2907,no,cellular,yes
65,divorced,828,no,cellular,yes
25,single,1857,no,cellular,yes
33,single,1962,no,cellular,yes
79,divorced,2787,no,telephone,yes
24,single,1123,no,cellular,yes
27,single,643,no,cellular,yes
36,single,62,no,cellular,yes
26,single,2007,no,cellular,yes
51,married,3463,yes,cellular,yes
70,divorced,482,no,telephone,yes
23,single,1298,no,cellular,yes
41,single,5329,no,cellular,yes
53,married,6181,no,cellular,yes
86,married,1255,no,telephone,yes
27,single,132,no,cellular,yes
34,single,2733,no,cellular,yes
68,divorced,4189,no,telephone,yes
35,married,724,no,cellular,yes
28,single,205,no,cellular,yes
66,married,154,no,cellular,yes
30,single,232,no,cellular,yes
60,divorced,979,no,cellular,yes
46,married,5021,no,cellular,yes
68,married,2469,no,telephone,yes
63,married,180,no,cellular,yes
29,single,658,no,cellular,yes
35,married,2918,yes,cellular,yes
64,married,588,no,cellular,yes
22,single,423,no,cellular,yes
19,single,302,no,cellular,yes
31,divorced,414,yes,cellular,yes
48,married,817,no,cellular,yes
33,married,183,no,cellular,yes
34,married,806,no,cellular,yes
46,married,9299,no,cellular,yes
60,married,478,no,cellular,yes
36,divorced,1057,no,cellular,yes
32,married,762,no,cellular,yes
45,married,31472,no,cellular,yes
44,single,1090,no,cellular,yes
57,married,3738,no,cellular,yes
29,single,1277,no,cellular,yes
31,divorced,756,no,cellular,yes
54,married,1636,no,telephone,yes
49,divorced,300,no,cellular,yes
35,single,321,no,cellular,yes
24,single,1295,no,cellular,yes
43,married,839,no,cellular,yes
34,single,1974,no,cellular,yes
27,married,2855,no,cellular,yes
54,divorced,5475,no,cellular,yes
38,married,536,no,cellular,yes
34,single,1279,no,cellular,yes
93,married,775,no,cellular,yes
36,married,203,no,cellular,yes
33,single,146,no,cellular,yes
35,married,4124,no,cellular,yes
41,married,14968,no,cellular,yes
36,divorced,1451,no,cellular,yes
30,single,3026,no,cellular,yes
41,single,431,no,cellular,yes
29,single,985,no,cellular,yes
82,married,243,no,cellular,yes
37,married,1707,no,cellular,yes
46,married,5511,no,cellular,yes
44,divorced,8,no,cellular,yes
61,married,10861,no,cellular,yes
33,single,373,yes,cellular,yes
23,single,1807,no,cellular,yes
45,married,2776,no,cellular,yes
61,married,1058,no,cellular,yes
40,married,0,no,cellular,yes
82,divorced,1381,no,cellular,yes
27,single,204,no,cellular,yes
26,married,267,no,cellular,yes
27,single,311,no,cellular,yes
53,married,306,no,cellular,yes
54,married,752,no,telephone,yes
64,married,1574,no,telephone,yes
57,married,1181,no,cellular,yes
31,single,1761,no,telephone,yes
61,married,4629,no,cellular,yes
35,single,154,no,cellular,yes
77,married,4112,no,telephone,yes
36,married,11650,no,telephone,yes
32,married,6138,no,cellular,yes
61,married,264,no,telephone,yes
69,single,2144,no,cellular,yes
69,married,482,no,cellular,yes
34,married,0,no,cellular,yes
45,single,4831,no,cellular,yes
64,married,12067,no,telephone,yes
35,single,1227,no,cellular,yes
22,single,1232,no,cellular,yes
34,single,275,no,cellular,yes
34,married,369,no,cellular,yes
55,married,240,no,cellular,yes
53,single,2398,no,cellular,yes
63,married,2785,no,cellular,yes
37,single,62,no,cellular,yes
29,single,1377,no,cellular,yes
29,single,163,no,cellular,yes
38,married,1199,no,cellular,yes
62,married,569,no,cellular,yes
34,married,0,no,cellular,yes
56,married,1989,no,cellular,yes
48,single,46,no,cellular,yes
42,married,372,no,cellular,yes
68,married,2812,no,cellular,yes
43,married,2952,no,cellular,yes
62,married,569,no,cellular,yes
68,married,2812,no,cellular,yes
38,married,1199,no,cellular,yes
63,married,3904,no,telephone,yes
48,married,156,no,cellular,yes
45,married,205,no,cellular,yes
59,married,1625,no,cellular,yes
35,single,415,no,cellular,yes
32,married,1812,no,cellular,yes
93,married,775,no,cellular,yes
33,married,180,no,cellular,yes
48,single,46,no,cellular,yes
38,married,4017,no,cellular,yes
29,single,437,no,cellular,yes
38,married,318,no,cellular,yes
41,single,1646,no,cellular,yes
57,divorced,470,no,cellular,yes
53,married,3591,no,cellular,yes
56,divorced,2037,no,cellular,yes
33,single,2979,no,cellular,yes
41,married,1092,no,cellular,yes
34,divorced,661,no,cellular,yes
29,single,2196,no,cellular,yes
34,single,417,no,cellular,yes
21,single,2077,no,cellular,yes
37,married,2283,no,cellular,yes
33,married,1536,no,cellular,yes
45,married,446,no,cellular,yes
61,married,5,no,cellular,yes
22,single,216,no,cellular,yes
37,married,565,no,cellular,yes
45,married,476,no,cellular,yes
35,single,-32,yes,cellular,yes
28,single,1348,no,cellular,yes
31,single,228,no,cellular,yes
62,married,1859,no,telephone,yes
47,married,2306,no,telephone,yes
57,married,2038,no,cellular,yes
60,married,824,no,cellular,yes
25,single,348,no,cellular,yes
40,married,1515,no,cellular,yes
33,married,1514,no,cellular,yes
53,married,94,no,cellular,yes
30,single,2325,no,cellular,yes
36,single,417,no,cellular,yes
56,divorced,3450,no,cellular,yes
38,single,2543,no,cellular,yes
29,single,464,no,cellular,yes
61,married,1853,no,telephone,yes
62,married,272,no,cellular,yes
24,single,1925,no,cellular,yes
65,married,2331,no,telephone,yes
70,married,324,no,cellular,yes
60,married,116,no,cellular,yes
30,single,1779,no,cellular,yes
51,married,346,no,cellular,yes
36,single,353,no,cellular,yes
42,married,27696,no,cellular,yes
58,married,2155,yes,cellular,yes
43,married,413,no,cellular,yes
77,married,2590,no,telephone,yes
34,married,320,no,cellular,yes
35,married,1454,no,cellular,yes
39,married,1382,no,cellular,yes
35,married,2427,no,cellular,yes
41,married,2498,no,cellular,yes
25,single,1003,no,cellular,yes
51,married,2007,no,cellular,yes
48,married,926,no,cellular,yes
26,single,632,no,cellular,yes
55,married,2206,no,cellular,yes
49,married,1830,no,cellular,yes
29,single,814,no,unknown,yes
67,divorced,5275,no,cellular,yes
42,divorced,2129,no,cellular,yes
35,married,2717,no,cellular,yes
37,married,341,no,cellular,yes
35,divorced,2885,no,cellular,yes
61,married,523,no,cellular,yes
60,married,4256,no,cellular,yes
33,married,484,no,cellular,yes
27,single,535,no,cellular,yes
24,single,431,no,cellular,yes
57,married,1269,no,cellular,yes
63,married,0,no,cellular,yes
61,married,211,no,cellular,yes
52,married,4012,no,cellular,yes
34,single,625,yes,unknown,yes
28,single,1584,no,cellular,yes
60,married,315,no,cellular,yes
32,married,200,no,cellular,yes
34,married,589,no,cellular,yes
31,single,-205,no,cellular,yes
28,single,-46,no,cellular,yes
55,married,8304,no,cellular,yes
65,married,308,no,cellular,yes
37,married,1113,no,cellular,yes
35,single,992,yes,cellular,yes
33,single,272,no,cellular,yes
75,married,1413,no,cellular,yes
48,single,1819,no,cellular,yes
33,single,1623,no,cellular,yes
38,married,630,no,cellular,yes
25,single,2975,no,cellular,yes
41,single,7968,no,cellular,yes
25,single,154,no,cellular,yes
27,single,5169,no,cellular,yes
49,single,228,no,cellular,yes
43,married,4945,no,cellular,yes
52,married,1708,no,unknown,yes
48,married,0,no,cellular,yes
29,single,1584,no,cellular,yes
43,single,1707,no,cellular,yes
65,married,952,no,cellular,yes
72,married,1978,no,cellular,yes
26,single,1105,no,cellular,yes
37,married,52,no,cellular,yes
37,married,6771,no,cellular,yes
28,single,890,no,cellular,yes
61,married,56,no,cellular,yes
32,married,1644,no,cellular,yes
51,single,151,no,cellular,yes
38,married,0,no,cellular,yes
34,divorced,2240,no,cellular,yes
60,married,957,no,cellular,yes
24,single,689,no,cellular,yes
36,married,2161,no,cellular,yes
46,single,1527,no,cellular,yes
80,married,8304,no,telephone,yes
37,single,698,no,cellular,yes
39,married,494,no,cellular,yes
62,married,2801,yes,cellular,yes
84,married,4761,no,telephone,yes
24,single,834,no,cellular,yes
24,single,139,no,cellular,yes
28,married,12,no,cellular,yes
31,married,877,no,cellular,yes
33,single,2066,yes,cellular,yes
33,single,555,no,cellular,yes
64,married,48,no,cellular,yes
48,married,235,no,cellular,yes
28,married,1595,no,cellular,yes
28,single,5741,no,cellular,yes
69,married,426,no,telephone,yes
28,single,187,no,cellular,yes
24,single,166,no,cellular,yes
52,married,1416,no,cellular,yes
37,single,1189,no,cellular,yes
25,single,486,no,cellular,yes
58,married,0,no,cellular,yes
62,married,2557,no,cellular,yes
41,married,3138,no,cellular,yes
28,single,1720,no,cellular,yes
75,married,1765,no,telephone,yes
21,single,1506,no,cellular,yes
40,married,3585,no,cellular,yes
35,married,262,no,cellular,yes
49,married,1093,yes,cellular,yes
39,married,76,no,cellular,yes
63,divorced,4680,no,cellular,yes
38,married,1477,no,cellular,yes
72,married,3561,no,telephone,yes
31,single,3340,no,cellular,yes
49,married,1071,no,cellular,yes
29,married,247,no,cellular,yes
39,divorced,112,no,cellular,yes
78,divorced,527,no,cellular,yes
61,married,2580,no,cellular,yes
60,married,975,no,cellular,yes
58,divorced,2986,no,cellular,yes
67,married,2048,no,cellular,yes
20,single,2785,no,cellular,yes
28,single,127,no,cellular,yes
41,married,0,no,cellular,yes
31,single,4951,no,cellular,yes
37,divorced,488,no,cellular,yes
81,married,1154,no,telephone,yes
46,divorced,624,no,cellular,yes
46,married,4343,no,unknown,yes
44,divorced,2367,no,cellular,yes
23,single,283,no,cellular,yes
40,married,6403,no,cellular,yes
27,married,802,no,cellular,yes
60,married,3735,no,cellular,yes
55,married,2693,no,cellular,yes
43,married,0,yes,cellular,yes
26,single,1027,no,cellular,yes
25,single,3902,no,cellular,yes
31,married,243,no,cellular,yes
54,single,0,no,cellular,yes
29,single,1055,no,cellular,yes
36,single,60,no,cellular,yes
59,married,5397,no,cellular,yes
37,single,217,no,cellular,yes
28,single,6551,no,cellular,yes
35,single,303,no,cellular,yes
32,single,2093,no,cellular,yes
49,married,1167,yes,cellular,yes
50,married,2376,no,cellular,yes
55,divorced,0,no,cellular,yes
81,divorced,949,no,cellular,yes
24,single,393,no,cellular,yes
38,married,2678,no,cellular,yes
61,married,11,no,cellular,yes
67,married,4416,no,cellular,yes
28,single,390,no,cellular,yes
29,single,1934,no,cellular,yes
31,single,3511,no,cellular,yes
71,married,1696,no,cellular,yes
33,married,1278,no,cellular,yes
47,married,1011,no,cellular,yes
39,married,2939,no,cellular,yes
26,single,3466,no,cellular,yes
22,single,372,no,cellular,yes
34,single,549,no,cellular,yes
32,single,1102,no,telephone,yes
48,divorced,973,no,cellular,yes
32,single,491,no,cellular,yes
58,divorced,3337,no,telephone,yes
48,married,368,no,cellular,yes
28,single,326,no,cellular,yes
36,single,12264,no,cellular,yes
67,married,203,no,cellular,yes
30,single,502,no,cellular,yes
27,married,346,no,cellular,yes
31,married,4328,no,cellular,yes
27,single,279,no,cellular,yes
33,single,131,no,cellular,yes
36,single,2646,no,cellular,yes
62,divorced,6,no,cellular,yes
29,single,1579,no,cellular,yes
26,single,2007,no,cellular,yes
59,married,1,no,cellular,yes
51,married,469,no,cellular,yes
27,single,643,no,telephone,yes
60,divorced,514,no,cellular,yes
42,married,1289,no,cellular,yes
47,married,3676,no,cellular,yes
43,married,0,no,cellular,yes
22,single,104,yes,cellular,yes
34,married,159,no,cellular,yes
39,divorced,728,yes,cellular,yes
27,single,107,no,cellular,yes
49,married,1946,no,cellular,yes
42,married,1519,no,cellular,yes
64,married,5112,no,telephone,yes
44,single,1090,no,cellular,yes
64,divorced,4833,no,cellular,yes
29,single,1925,no,cellular,yes
52,married,335,no,cellular,yes
